asin,product_name,reviewerID,summary,reviewText,overall_ratings
9984984354,Garmin Nuvi 1450 GPS Standard Red LED Wall / AC / Home Charge- Garmin Nuvi 1450 GPS,A13ZRACMTM4ENB,PLEASE READ REVIEWS>>>>DOES NOT WORK<<<<,"BOTTOM LINE>DOESN'T WORK AT ALL<>DOES NOT CHARGE NUVI 1450<SELLER TOOK MY MONEY, CAUSE NOT WORTH RETURNING. Plug it in, turns on, turns off, no charge. Can't even work on it while plugged in.",1
9984984354,Garmin Nuvi 1450 GPS Standard Red LED Wall / AC / Home Charge- Garmin Nuvi 1450 GPS,A1IBBI5YMPAUCW,Good deal!,"I don't use this very much, but when my Nuvi has sat in my car for a few months, I'll pull this baby out and let it charge overnight when I'm about to take a trip.  Works well with no problems so far.  A good buy!",5
9984984354,Garmin Nuvi 1450 GPS Standard Red LED Wall / AC / Home Charge- Garmin Nuvi 1450 GPS,ASV9LQSCXMG06,works great priced right,"wanted a spare charger to keep at home for my gps.this one works fine and  gives convenience at a low price.i keep it plugged in at home to use there.  the other chargers are packed in a bag with the gps for when i travel.  no wondering to remember if i packed the chargers for travel or left it at home.in a pinch, should the car charger fail while traveling, i can use the other a/c charger with my inverter to keep going until i can get a replacement.the usb charger that came with the other set i bought is totally useless.  i wish it had two a/c chargers instead.  if i have a pc then i have a/c and would not need a usb charger.but this one was cheap enough that paying for a useless usb cable from that other company is not that big a deal.",5
9984984354,Garmin Nuvi 1450 GPS Standard Red LED Wall / AC / Home Charge- Garmin Nuvi 1450 GPS,ABXXPF8FFZKVI,works well,"does exactly as it is supposed to do, it charges the gps. best to leave it plugged in over night as it takes a while to do the full charge",4
9984984354,Garmin Nuvi 1450 GPS Standard Red LED Wall / AC / Home Charge- Garmin Nuvi 1450 GPS,A34WPI852H7AVB,Hey!  It is a two stage charger!,"It is designed to charge your GPS, and protect the GPS' battery. OF COURSE IT TAKES LONGER! Works fine. I love it. 'nuf said.",5
9984984362,Generic Standard Red LED Wall/ AC/ Home Charger for Garmin Nuvi 1490T,A1ABUXDEZODI5T,I like it,Excellent. this product is lovely and is very good for use in my new iPhones and others thing to me,4
9984984362,Generic Standard Red LED Wall/ AC/ Home Charger for Garmin Nuvi 1490T,A1D27BCSYV7VWH,"Great Price, does the job for Garmin GPS 1490LMT","At a much lower cost than many cost this does the job very well if you want to do extended work with your Garmin GPS away from a car, like when I was adding all my addresses to it.",5
9984984362,Generic Standard Red LED Wall/ AC/ Home Charger for Garmin Nuvi 1490T,AXX1R3B8LRTCS,Works well,It has worked well with no problems. That is the short and sweet. This sentence is added  to satisfy the word count.,5
9984984362,Generic Standard Red LED Wall/ AC/ Home Charger for Garmin Nuvi 1490T,A1LKXQNNHK1NMO,Not a Bad Little Charger,This unit works as advertised.  Not the best charger I have ever used but not the worst.  It allows me to keep my Garmin topped off with power prior to embarking on a trip.  (Could be real useful if you use your GPS city feature to explore an urban landscape by foot.)  All in all this unit has performed to expectations and is small enough to store with my other GPS accessories.,3
9984984362,Generic Standard Red LED Wall/ AC/ Home Charger for Garmin Nuvi 1490T,AZZ77XYX8O2WE,"Excellent wall/AC home charger, low price","I no longer buy any accessories for a GPS (or cell phone accessories or other tech accessories)directly from the retail shop where I've purchased these items, as Amazon offers these accessories at a much better price and the Generic versions I've purchased are excellent and reliable - in this case, a charger for my Garmin NUVI 1490T.  Very happy with my purchase.  I've had the item for over 2 years now and it still charges perfectly.  Trust Amazon's sellers on items like this.",5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,ABB3GDPNS9TVW,Love this charger.,The charger that came with my Garmin was no longer functioning so I was pleased to find this item.  It is worth buying.  It was packaged securely and arrived very quickly.,5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A32NKAW0Q7A9IQ,"Charger works great, but Garmin stays in USP conneted mode.","I got this charger along with a Garmin nüvi 855. The charger does what it says it does, and charges the GPS just fine. The only problem I have isn't really with the charger, but with the GPS. When the charging through the USB port like this charger does. The GPS stays powered on in ""USB Connected Mode"" the whole time. You can't turn it off, and so the screen, back-light, and maybe the GPS antenna are running while charging. Thus, increasing the time needed to charge.",3
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A1GPVV2XWNGSDX,Time and Battery Saver,"Garmin Nuvi 800 series Standard Red LED Wall / AC / Home Charger is a time and Battery Saver, also, the price was right.I needed it for a phone and GPS battery charger.So far it's a work horse and worth the money, if you needed it of coarse.",5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A1B48D0I1M9HBI,Great,It worked perfectly. Nothing more that I could ask from a home charger. If you need one it will do the job.,5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A1DOFBSJT3SSKZ,What Can You Say...,"It's a wall wart.  It's black.  It works.  It looks just like the ones for my pocket camera, iPod amp, cell phone... I'm going to have to start labeling these things.",5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A3R2M5ABAYL63P,I bought one of these? Where did it go?,I used it once. Worked jus' real good.Can't find it now - it's probably with the 87 other AC adaptors I have because the idiots in the electronics industries can't agree on one or two standard charger voltages and connector shapes... grrrr....,5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A3RYHP2OYFJ3YC,Device can be used while plugged into charger!,"The thing I liked best about this charger is that one can actually use the GPS while it is being charged.  As you probably know, when the Garmin is plugged into ones laptop via USB, it enters charge-only mode and you cannot use the device while it's being charged that way.  This unit enables one to charge the device in a hotel room without the need for a laptop and allows use in order to find an expensive Italian restaurant nearby.By the way, though the title says the LED is red, mine was actually blue (Horrors!)  That slight misrepresentation aside, I think this unit is well worth the investment.",5
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A261321MIS0YPB,A/C charger for your Garmin?,"I really don't have one of these wall chargers.  I did buy the accessory kit for the Garmin 260W, and use the USB cable attached to my desk top to charge my Nuvi - for what it's worth.  Also, I might mention that the Sandisk 2GB SD card I bought for my 260w may not serve to increase ""memory"" for GPS Garmin Nuvi functions.  The SD card will hold photos and recall them to display on the Nuvi, but I don't know that it will service ""routine"" GPS functions.  If anyone has, knows, or gets information about this, I would like to hear about it.I conveyed this info so that people won't buy stuff that they really don't need, and expect it to do what it won't do.",4
998498480X,Garmin Nuvi 855 Standard Red LED Wall / AC / Home Charger,A2U4W69NZJT4LD,A/C Adapter,It's difficult to write a specific review for this product.  It either works or it don't.  It works.  That's what I want it to do.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,APL10FPWGNVFV,GREAT,Very happy with it I bought this for my Garmin GPS it does what it should without any problems great price to,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A3OE6OOAD730QU,Worked perfect!!!,"Installed into my Garmin 1450 and was able to download entire map of North America. Good price, quick delivery and happy customer.",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A1DTTUZZH3UCJK,Great 4GB Card for Garmin,I uploaded All of United States and Canada via Garmin and have all the space I need for my GPS.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A32IAWS84M6SYO,Kingston MicroSDHC Card for my Garmin GPS,I needed more memory in order to add additional coverage for my Garmin Nuvi GPS. This one did the trick.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,AMRRT7RC261OP,Just what is needed.,This is the card that is needed to fit the rest of the maps and traffic updates onto the Garmin nuvi 1450. Works great.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A1R4ZEXE3T5PW3,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,Works fine in my Garmin and for a 4GB card the price is right.  I would recommend it to a friend.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,AK2XW27R76ZTC,It works.,"I bought two of these for use with two Garmin nuvi 1450  units. In my opinion, it is unfortunate that the Garmin nuvi 1450 requires extra storage capacity to handle updates; I think they should have had at least enough storage capacity built into the original units to handle the United States and Canada. I don't know yet whether I am going to need a bigger card soon to handle the updates and I don't know whether a bigger card is available.",4
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A1S5251XGPBIVN,Works great,"Very pleased with my purchase. I needed a AD card for my GPS to download updates, maps, and fun vehicles. This works great. No problems.",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A1NDHLQN0K23QK,Just what I needed,I needed this card to update my maps in my Garmin because there was not enough room on the Garmin to fit all the new maps.  This card worked fine.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A2D0F87RY5YMHN,Kingston Micro SD Card,"I have purchased many Kingston Micro Cards over time and have always found them reliable, fast and easy to handle.  I use them on my GPS, HD video camera, Samsung tablet, laptops and including my desktop.  I do not remember one failing me as they are totally reliable. That is important to me as I handle them a lot...back and forth from my laptop and my other electronic equipment for my music, my guitar recordings, lyrics....etc.  I have not hesitation to recommend them highly to others.",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A2YSY26ZVMNNV2,Easy way to expand Garmin Nuvi 1450 LTM memory,"Now I can install the full maps on the micro SD card (4 GB), and have the full 1.8 GB available on the GPS for vehicle, voices and other extras.Awesome memory. Highly recommended",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A1AMRAJP3AC0OE,Fixed my update problem with Nuvi 1450,"I have been trying to update my Garmin Nuvi 1450 with the latest maps for quite some time with no success.  I had a 2GB Micro SD card installed in the Nuvi that showed a sufficient amount of free space to allow the update, but it would never complete the download.  On an off chance I ordered this Micro SD and it worked perfectly the first time.  I have no idea why the old card would not work, but now it doesn't matter.  For the low price and free shipping, this is a great deal.",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A213ELP74FH0SJ,This doesn't work.,The sd card is fine. But it doesn't work with the Garmin Nuvi 1450 LMT. I specifically ordered this for my GPS. But it doesn't seem to be compatible with it.,1
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A27POUEZJP2IDM,"Does the job, form factor is impractically small","Got this for my Garmin nuvi. I understand the original use of card was for portable devices. Nevertheless, it is too small and easy to lose. Now I have to lug around this slightly larger SD card to adapt it to my PC. I'll probably lose it before the next time I try to update the software on the really tiny card. Clunky design overall.",3
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,AFXXS6KIJ9E83,Works Great with my Garmin Nuvi!,"I bought this for my Garmin Nuvi (can't remember the model number) with lifetime map updates, a 5 inch screen, and live traffic updates.  It works great to update the US & Canada Maps because you need about 1.6GB to update those!",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A3EMIQ5M1G0J4W,it works well,I was having problems with my Garmin nuvi 1450.  I could not download map updates. This 4gb card solved the problem perfectly.It was easy to install and now I have updated my maps.,5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A3EX8ZFNVDHGPM,Perfect for my Garmin GPS,"When I began updating the maps I was confronted with ""no memory"". I didn't realize my Garmin had a place for a SD card! duh…I ordered this one because Kingston is a quality company and the price was right. Perfect. I'm all caught up on my GPS updates and assume this 4GB card will last the life of the GPS and not fill up.",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A1TJPE10C8FPJD,Great mem card for my nuvi,"I was not happy that I needed a micro card for my nuvi - I get lifetime maps but nowhere to put them, lol. and the card available through garmin cost three times the price of this one!! I was happy to find this at such a great price. It arrived quickly and works great. Thanks for saving my nuvi Kingston!! :)",5
9985511476,Professional Kingston MicroSDHC 4GB Card for Garmin nuvi 1450,A2FZQFX80KE9CJ,Works great,"Great little drive.  It gave me the additional space to load more maps on my Nuvi.  I also use one in my wife's camera.  Any time I use her camera, I swap out the memory card so my pictures are not on her card.  She has about 3000 pictures on her card and uses her camera with that card as a portable photo album.  This card is so inexpensive that I use one to back up her photos even though I have never had one of these cards fail.",5
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A1CZ8JTF1JCI72,Good tapes,I`m a musician and I record almost everyday . These tapes is an excelent way to check my self. Very clean recordings and excelent playback.Good tapes,5
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A1PC3H8P4MZ3BV,May not work well with high-end decks,"Like another reviewer here, I can verify that these tapes have too much drag in the mechanism. On my Nakamichi BX-300, they frequently stop during recording or playback. It's a tension problem, wherein a high end deck will purposefully stop advancing the tape to avoid breakage; basically, it thinks the tape is stuck. Cheapo decks that do not have this feature may work fine with these tapes. I've had no problem with other, commercially available cassettes on this deck.My advice, if you have these tapes, is to run them a bit before you record to them. Pop 'em in your deck and fast forward the entire tape, then rewind fully. Maybe a few times. With one tape, after recording one side just fine it was stopping every 3 seconds no matter where I started from on the opposite side, until I performed the above. YMMV. Recorded audio sounds fine.I would add that these are recommended in the Nakamichi owner's manual. Go figure.",2
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,AT8TIN5JKHO2V,"There is ""Maxell"" and there are the rest!","As the author of the Jefferson Airplane book ""Take Me To A Circus Tent"" and a former radio disc-jockey, I am often asked to write and or discuss various music supplies and recordings from the 60's and 70's.I have used thousands of Maxell cassette tapes over the years and the quality has been superlative.The Maxell XL2 is high bias, also known as chrome, position 2, and CRo2.  They are specifically engineered for music.  If you are recording rock, jazz, or classical the quality will surpass your expectations.Maxell's reputation for tapes was solidified as far back as the 1970's when the majority of the sound crews would use Maxell at the mixing board for playback after a live performance.In order to get the best result it is imperative the tape deck you use has clean heads all the time.  Failure to keep dirt away from the internal parts will result in sub-par recordings even with first class tapes.If you are recording voice only, look for the normal bias, position 1 tapes by Maxell.Try to avoid using tapes over 100 minutes you will have less headaches with breakage.  The 110 and 120 minutes are thinner and will tear fairly often.Enjoy the music and be well,Craig FentonAuthor of the Jefferson Airplane book ""Take Me To A Circus Tent""",5
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A3OBZ4F27KV8NO,Hard to find nowadays,For some reason couldn't find high bias cassette tapes around town. Amazon to the rescue. No problems or complaints with this product.,5
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A2CS5VHXSF8ABK,DISCONTINUED,"THIS PRODUCT IS NO LONGER AVAILABLE AT J AND R.  YOU ENTER  YOUR INFORMATION AND THEN GET TO THE PLACE WHERE IT SAYS: ""PLACE YOUR ORDER"" AND THE CART GOES TO ""0"".  REAL DRAG.  i CALLED JANDR TWICE ABOUT REMOVING THIS PAGE FROM AMAZON BUT THEY SAID IT TAKES TIME.",1
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A3UNITKTFPNT9W,"high bias tapes, who's got some more?","let's just get past all the bs, okay? they--as in maxell--should still be selling these. I record on them all the time and it's just so fng ridiculous that they could be discontinued, or be sold for fifty dollars. It's true, that no tape really sounds better than these, unless they were to start releasing metal tapes again, which is impossible in this market.I record lps onto these tapes, and listen to them in the car. It took me a long time to get the peaks right for recording, as in where I should average the peak decibels to record at. I eventually came to five plus, which means the bars never go above four decibels. I believe my peak levels are in line with the balance of sound, that while the directional booklet for my cassette player (a tck670 sony three-head) says record at plus three, letting it go a little bit above that but average at +3, means you're getting as much sound  without breaking your eardrums. They also say to record two decibels below the distortion point, and for me that's like 7+ on a lot of stuff[some records are louder or softer than others when it comes to decibels. For instance Prince sign O' the Times is very loud, and I record at around five+ or below, while the smiths queen is dead, the newly remastered version, is softer, and I record at a 7 recording level. Recording level is how much sound is filtered through the cassette player onto the recording medium, while the decibel count meter shows you how--scientifically that is--loud what you are recording really is].Now I'm not gonna' say it's always pretty, sometimes there's an album like let it bleed, where the lp was put together rather shoddily, and the acoustic tracks are subzero to the rockier tracks. In such cases I've tried to record each track at the peak individually, though I haven't really heard them enough yet to know if this works. I will say that listening to these on a car stereo, well, the car stereo is a lot more sensitive than floor-standers and a good sony receiver. You have to be accurate to get the best sounding tape, but the reward can be fantastic.You see, I used to listen to cds, like all through college, but then my ears started to turn negative to the extreme highs and mids. Plus, you never understand the music in your brain from a cd like you do on an lp. Basically I cannot barely stand to listen to digital unless I have extremely good speakers, and that's not often.So lps it is for me, but I wanted to hear them in my car, so began this whole trek to get the tapes to sound right. High bias is much more difficult to get right than normal bias, which if you listen through a good stereo, reveals all the definition of a rough sketch on paper. The high bias is pretty accurate, though someday I would wish to maybe improve the class of cassette player I have and see if I can't do even better? Oh well, right now I have a system and it works pretty well.And to think they're not putting cassette players into new cars anymore! I rather think the record industry would not be suffering now as it is, if it had kept true to fidelity and analogue, and most importantly vinyl, which cannot hardly be digitally downloaded without gutting the sound and a lot of work! It's what they get for years of $20 for new cds and the nightmare of sam goody. They wanted to profit by everyone buying their collections all over again, and look where it has got them! People listen to music--if at all--as a casual thing, where they never really listen and wouldn't spend a dime for the crap they do in fact hear. The labels killed their own business by choosing the cd over the lp.But at least I can find used lps for bargain prices now, eh?Or prohibitively expensive boxsets. ):",4
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A22BPC7LRSGSYQ,"Very durable, long lasting, with clear sound","I have found, through my experience, that Maxell XLII high bias cassette tapes are highly durable, long lasting, and play back very clear sound.  While high bias tapes are not the absolute best for recording from CDs (metal bias tapes are), they are a big step up from normal bias tapes.  I have used these Maxell tapes for about 15 years for everything from voice recordings, to sound effects, to music.  About 10 years ago I started getting into CD burning for some of my music needs, including burning my own original music from tapes onto CD through the computer, but I still use these Maxell tapes to this day for certain things.Cassette tapes and tape decks are becoming more and more a thing of the past.  If you still have use for them, then I highly recommend these Maxell tapes.",5
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,AD3EX5UG7UZPB,Exploitative pricing,"EDIT: Turns out there are a few companies out there that still make high end cassette tapes for recording. See the link from the commenter below, and also try musicians friend. Don't buy this aged overstock overpriced junk!We who still love the warm sound that only analog provides and are still die hard, DIY recorders using analog 4tracks are forced to pay ridiculous prices for OLD overstock hi-bias tapes from the 90s since the only brand name cassettes you can buy at a store like Walgreens is a 5 pack cheapo Maxell normal bias (even these are being hard to come by). This is the case with Amazon and eBay - all I can find are overpriced overstock still sealed high bias cassettes for five bucks each plus shipping - Neither TDK nor Maxell make Hi-Bias anymore so all we have is old leftover stock and these sellers exploit that fact. I'm not sure if the cassettes lose any of their quality after a certain amount of time (please comment if someone knows), but regardless, I don't recall paying these prices when they were new!I don't know if anyone manufactures new Hi-Bias tapes... if anyone knows, please comment... Anyway, this is very discouraging. A home made tape was a labor of love and a sound you cannot get from digital. I still am a die hard analog DIY recorder, and I use an 8 channel analog Tascam 4track, one of the best models of 4 tracks made, using Shure studio mics, and I often master to a CD burner, not a PC (depending on what I'm working with). The tracks only become mp3s when I rip the master CD into the computer. It has become increasingly harder to do this because of this. Now I use my 4track mostly to record solo recordings but I have used it to record full band demos and have been able to produce near professional quality recordings! Sublime's ""Robbin' in the Hood"" was recorded entirely on an analog 4track, as have others.Doubtful, but any sellers reading this? Your 10-15 year old overstock hi-bias tapes aren't gold, jerks.",1
B000001OL6,Xlii 90 High Bias Audio Cassette Tape -5-Pack,A2R6RA8FRBS608,fine high bias 90 minute cassette tape--with just a slight drawback or two,"Maxell manufactures excellent ""Xlii high bias"" 90 minute cassette tapes for all purpose general recording. As long as you have the right kind of equipment, these tapes record the sounds of record albums, radio shows, CD-Rs, people talking and more. These tapes have 90 minutes worth of blank recording tapes on them so there are 45 blank minutes for recording on each side. Record lectures, music, conversations, piano playing and more--whatever you want! The tape playback will work well in any basic tape deck including the one in your car.The tapes are extremely well made in that they DO allow you hours upon hours of listening enjoyment because you can record over them many times; and they take up very little room so they're easy to carry around with you.If you pay the current Amazon price of $13.77 for the five-pack you spend roughly $2.75 per tape. Some people will find that to be too expensive while others will want these blank cassette tapes anyway, not minding having to pay the price.Unfortunately, these tapes still cannot produce 100% the same quality recording reproduction as a digitalized copy would give you. This means that if, hypothetically, you were to copy a CD-R onto another CD-R instead of a Maxell cassette tape, the quality of the sound on the CD-R copy would be at least somewhat sharper and clearer with less background noise than these Maxell cassette tapes will give you. Moreover, cassette tapes can break if not handled with care. They can also break if used a few too many times, too. Therefore, I recommend that any important recorded material should be copied onto another blank tape and then keep that second tape in a safe place to use as a backup. These shortcomings frustrate me and therefore I will have to take off one star to make this a four star review.The tapes have small pieces of plastic on the narrow top of each cassette which you can punch out easily so that accidental recording over an existing recording is impossible. If you do wish to record over an original recording then you can merely place a small amount of regular tape over the hole. The cassette tape is now ready to record a fresh recording. I also agree with the gentleman who suggests that you clean the heads of the tape deck before using these cassette tapes to maximize the quality of the recording.Overall, Maxell Xlii high bias cassette tapes makes a great choice when you want reliable cassette tapes to record music, the radio, people talking or anything you wish to record. I have used this brand for decades and I cannot think of any major complaints. I highly recommend Maxell normal bias 90 minute cassette tapes for you to use when you need to record something onto a tape.",4
